,id,songs,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
648,216,Exit Music Radiohead,Exit Music (For a Film),Radiohead,0.276,0.293,0.167,0.196,121.603,0.119,0.229,62,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']"
649,216,F me pumps Amy winehouse,F*** Me Pumps - US Clean Version,Amy Winehouse,0.335,0.893,0.175,0.619,102.911,0,0.106,35,['neo soul']
650,216,Mr. Greives the pixies,Mr. Greives the pixies,,,,,,,,,,
651,217,24K Magic Bruno Mars,That's What I Like,Bruno Mars,0.56,0.853,0.0944,0.86,134.066,0,0.013,86,"['pop', 'post-teen pop']"
652,217,This Town Niall Horan,This Town,Niall Horan,0.401,0.678,0.118,0.194,111.855,0,0.72,77,"['dance pop', 'pop', 'post-teen pop']"
653,217,All I Wanna Do Jay Park,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],Jay Park,0.724,0.4,0.0927,0.43,96.782,0,0.375,65,"['k-hop', 'k-pop', 'korean pop', 'korean r&b']"
654,218,Photograph Ed Sheeran ,Photograph,Ed Sheeran,0.379,0.614,0.0986,0.201,107.989,0.000464,0.607,86,['pop']
655,218,Work out jcole,Work out jcole,,,,,,,,,,
656,218,Too many Russ ,Too Many,Russ,0.507,0.743,0.111,0.358,79.011,0,0.606,61,"['hip hop', 'pop', 'rap']"
657,219,Can't Stop the Feeling,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.832,0.669,0.0968,0.7,113.035,0,0.0106,77,"['dance pop', 'pop']"
658,219,This is What you Came For,This Is What You Came For,Calvin Harris,0.928,0.63,0.148,0.465,123.963,0.124,0.199,82,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']"
659,219,Don't Let Me Down,Don't Let Me Down,The Chainsmokers,0.869,0.532,0.136,0.422,159.803,0.00508,0.157,84,"['edm', 'electropop', 'pop', 'tropical house']"
660,220,Between Days Levi,Between Days,Levi,0.501,0.762,0.111,0.267,120.018,0.00481,0.0201,40,[]
661,220,Drive Glades,Drive,Glades,0.72,0.589,0.0946,0.356,127.99,0.000122,0.161,55,"['aussietronica', 'dance pop', 'electropop', 'indie electro-pop', 'indie poptimism', 'indietronica', 'pop', 'vapor soul']"
662,220,1000 Nights FRENSHIP,1000 Nights,FRENSHIP,0.709,0.594,0.0738,0.587,90.001,0.0562,0.0315,64,"['deep tropical house', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'tropical house']"
663,221,Experience Ludovico Einaudi,Experience,Ludovico Einaudi,0.42,0.413,0.0698,0.0367,92.425,0.952,0.93,54,"['bow pop', 'compositional ambient']"
664,221,Divenire Ludovico Einaudi,Divenire,Ludovico Einaudi,0.21,0.144,0.0694,0.084,88.771,0.883,0.914,60,"['bow pop', 'compositional ambient']"
665,221,Una Mattina Ludovico Einauri,Una Mattina Ludovico Einauri,,,,,,,,,,
666,222,Stole the Show Kygo,Stole the Show,Kygo,0.662,0.679,0.152,0.438,99.879,0,0.155,77,"['edm', 'pop', 'tropical house']"
667,222,Lose Yourself Eminem,Lose Yourself - Soundtrack Version,Eminem,0.732,0.698,0.359,0.0689,171.431,0.000647,0.00704,80,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
668,222,Shake It Off Taylor Swift,Shake It Off,Taylor Swift,0.785,0.648,0.148,0.943,160.02,0,0.0561,73,"['dance pop', 'pop', 'post-teen pop']"
669,223,Little do you know Alex and Sierra,Little Do You Know,Alex & Sierra,0.292,0.5,0.188,0.37,145.879,0,0.746,80,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
670,223,I believe in you Michael Buble,I Believe in You,Michael Bublé,0.744,0.612,0.0978,0.527,113.009,2.57e-06,0.125,65,"['adult standards', 'canadian pop', 'lounge', 'neo mellow']"
671,223,Make it Work Majid Jordan,Make It Work,Majid Jordan,0.643,0.75,0.146,0.343,107.017,0.00283,0.00275,55,"['indie r&b', 'pop', 'pop rap', 'rap', 'trap soul']"
672,224,Starboy The Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
673,224,Something About You Majid Jordan ,Something About You,Majid Jordan,0.681,0.575,0.219,0.232,110.091,0,0.0888,55,"['indie r&b', 'pop', 'pop rap', 'rap', 'trap soul']"
674,224,Cold water Justin Bieber,Cold Water,Major Lazer,0.797,0.602,0.187,0.492,92.928,0,0.055,73,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'tropical house']"
675,225,Often the Weeknd,Often,The Weeknd,0.629,0.569,0.135,0.0726,134.035,0,0.218,77,"['canadian pop', 'pop', 'rap']"
676,225,Telepathy Christina Aguilera,Telepathy,Christina Aguilera,0.893,0.519,0.35,0.78,110.091,0.00103,0.0479,51,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
677,225,We Don't Talk Anymore Charlie Puth and Selena Gomez,We Don't Talk Anymore (Originally by Charlie Puth and Selena Gomez) - Karaoke Instrumental,Karaoke Freaks,0.535,0.726,0.102,0.374,101.214,0.92,0.435,6,['karaoke']
678,226,White Ferrari frank ocean ,White Ferrari,Frank Ocean,0.0924,0.444,0.304,0.219,108.917,0,0.784,70,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
679,226,Unleshed Roy woods ,Unleshed Roy woods ,,,,,,,,,,
680,226,Cold hard love Tory lanez ,Cold Hard Love,Tory Lanez,0.653,0.474,0.0951,0.173,90.036,0.000295,0.264,49,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
681,227,Litty Meek Mill (Drake trash),Litty Meek Mill (Drake trash),,,,,,,,,,
682,227,Do it Myself Russ (Drake still trash),Do it Myself Russ (Drake still trash),,,,,,,,,,
683,227,What They Want Russ (TSwift more trash than Drake),What They Want Russ (TSwift more trash than Drake),,,,,,,,,,
684,228,Chloroform Phoenix ,Chloroform,Phoenix,0.733,0.329,0.0812,0.317,137.657,0.0103,0.00242,50,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']"
685,228,Hold you gyptian ,Hold You - Hold Yuh,Gyptian,0.621,0.69,0.0884,0.497,66.858,2.81e-05,0.321,68,"['conscious hip hop', 'dancehall', 'reggae fusion', 'roots reggae']"
686,228,Jarmin in the dark the monks ,Jarmin in the Dark,Young Monks,0.656,0.616,0.281,0.54,79.969,0.000324,0.0737,47,[]
687,229,Best of both worlds Miley Cyrus ,"Best of Both Worlds - Live from Arrowhead Pond, Anaheim, U.S.A./2008",Miley Cyrus,0.928,0.556,0.946,0.551,123.994,0.00258,0.0923,34,"['dance pop', 'pop', 'post-teen pop']"
688,229,Ba Justin beiber,Ba Justin beiber,,,,,,,,,,
689,229,Starboy weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
690,230,When I see you again Charlie Puth,When I see you again Charlie Puth,,,,,,,,,,
691,230,GOLD Kiiara ,Gold,Kiiara,0.412,0.6,0.134,0.408,113.049,0.0025,0.615,74,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']"
692,230,I was here Beyonce,I Was Here,Beyoncé,0.627,0.51,0.0927,0.234,110.992,0,0.431,64,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
693,231,Light up the sky the Afters,Light Up the Sky,The Afters,0.774,0.468,0.0666,0.408,141.959,0,0.0319,54,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']"
694,231,Son of man Phil Colins,Son of man Phil Colins,,,,,,,,,,
695,231,If Today is your last day Nickelback,If Today Is Your Last Day (In the Style of Nickelback) [Karaoke Version],Mr. Entertainer Karaoke,0.497,0.573,0.354,0.589,90.021,0.0327,1.02e-05,0,['karaoke']
696,232,Reaper Sia,Reaper,Sia,0.773,0.567,0.0901,0.731,82.947,0.00011,0.0355,59,"['australian dance', 'australian pop', 'dance pop', 'pop']"
697,232,Lost On You Death Valley,Death Valley,LP,0.834,0.685,0.124,0.756,120.044,0.18,0.00562,50,['indie rock']
698,232,Don't Ed Sheeran,Don't,Ed Sheeran,0.608,0.806,0.635,0.849,95.049,0,0.0113,77,['pop']
699,233,fake love drake ,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0,0.108,79,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
700,233,24K Magic Bruno Mars ,That's What I Like,Bruno Mars,0.56,0.853,0.0944,0.86,134.066,0,0.013,86,"['pop', 'post-teen pop']"
701,233,daddy lessons beyonce ,Daddy Lessons,Beyoncé,0.851,0.621,0.887,0.449,90.94,1.45e-05,0.0202,61,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
702,234,Crystal Blue Persuasion Tommy James,Crystal Blue Persuasion,Tommy James & The Shondells,0.313,0.603,0.184,0.817,99.172,4.53e-05,0.248,50,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']"
703,234,You Got It On  Justin Timberlake,You Got It On,Justin Timberlake,0.442,0.574,0.189,0.467,86.43,0.0029,0.19,40,"['dance pop', 'pop']"
704,234,New Person Same Old Mistakes Tame Impala,"New Person, Same Old Mistakes",Tame Impala,0.809,0.47,0.0491,0.49,151.836,0.00671,0.272,69,"['australian alternative rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'psychedelic rock']"
